text,category,vendor,taxable,grand_total
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Yatra Online Corporate Services
Address: Industrial Area, Maharashtra, India
GSTIN: 27NDNHW9407F4Z7 | PAN: NDNHW9407F
State / State Code: Maharashtra (27)

Invoice No: YAT-82953
Invoice Date: 13/09/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: International airline flight tickets Delhi to Singapore conference delegate
  HSN/SAC: 996411 | Qty: 1 | Rate: INR 78,000.00 | Amount: INR 78,000.00
  Item: Self-drive rental vehicle 7 days for field sales survey operations
  HSN/SAC: 996423 | Qty: 10 | Rate: INR 1,147.77 | Amount: INR 11,477.70

--------------------------------------------------
Subtotal / Taxable Value: INR 89,477.70
CGST (9.0%): INR 8,052.99
SGST (9.0%): INR 8,052.99
Total Tax Amount: INR 16,105.99
GRAND TOTAL (INCL. TAX): INR 105,583.69
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000213207 | IFSC: HDFC0001234
Authorized Signatory for Yatra Online Corporate Services
==================================================",Travel & Conveyance,Yatra Online Corporate Services,89477.7,105583.69
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Delhi Jal Board Commercial Water Supply
Address: Industrial Area, Delhi, India
GSTIN: 07NSVET4773L3ZU | PAN: NSVET4773L
State / State Code: Delhi (07)

Invoice No: DEL-86198
Invoice Date: 16/05/2026
Reverse Charge (RCM): No
Place of Supply: Delhi (07)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Primary fiber broadband connectivity & backup SIP trunk telephone line
  HSN/SAC: 998411 | Qty: 10 | Rate: INR 1,022.07 | Amount: INR 10,220.70

--------------------------------------------------
Subtotal / Taxable Value: INR 10,220.70
CGST (14.0%): INR 1,430.90
SGST (14.0%): INR 1,430.90
Total Tax Amount: INR 2,861.80
GRAND TOTAL (INCL. TAX): INR 13,082.50
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000104892 | IFSC: HDFC0001234
Authorized Signatory for Delhi Jal Board Commercial Water Supply
==================================================",Utilities,Delhi Jal Board Commercial Water Supply,10220.7,13082.5
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Atlassian Software Systems India
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33SUKID1960Q4ZA | PAN: SUKID1960Q
State / State Code: Tamil Nadu (33)

Invoice No: BILL/33/59046
Invoice Date: 21/12/2026
Reverse Charge (RCM): No
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Slack Business+ workspace plan for 40 team members
  HSN/SAC: 998315 | Qty: 6 | Rate: INR 6,044.34 | Amount: INR 36,266.04
  Item: Datadog infrastructure APM synthetic monitoring SaaS subscription
  HSN/SAC: 998315 | Qty: 6 | Rate: INR 9,532.79 | Amount: INR 57,196.74

--------------------------------------------------
Subtotal / Taxable Value: INR 93,462.78
CGST (9.0%): INR 8,411.65
SGST (9.0%): INR 8,411.65
Total Tax Amount: INR 16,823.30
GRAND TOTAL (INCL. TAX): INR 110,286.08
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000466463 | IFSC: HDFC0001234
Authorized Signatory for Atlassian Software Systems India
==================================================",Software & Subscriptions,Atlassian Software Systems India,93462.78,110286.08
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Indiabulls Real Estate Commercial Leasing
Address: Industrial Area, Telangana, India
GSTIN: 36ZNMLE7653M4ZW | PAN: ZNMLE7653M
State / State Code: Telangana (36)

Invoice No: IND-68450
Invoice Date: 03/11/2026
Reverse Charge (RCM): No
Place of Supply: Telangana (36)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Sub-lease office workstation plug and play facility rental agreement
  HSN/SAC: 997212 | Qty: 7 | Rate: INR 15,038.09 | Amount: INR 105,266.63
  Item: Quarterly advance commercial estate space license fee Bangalore campus
  HSN/SAC: 997212 | Qty: 4 | Rate: INR 119,445.22 | Amount: INR 477,780.88

--------------------------------------------------
Subtotal / Taxable Value: INR 583,047.51
CGST (9.0%): INR 52,474.28
SGST (9.0%): INR 52,474.28
Total Tax Amount: INR 104,948.55
GRAND TOTAL (INCL. TAX): INR 687,996.06
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000701763 | IFSC: HDFC0001234
Authorized Signatory for Indiabulls Real Estate Commercial Leasing
==================================================",Rent & Facilities,Indiabulls Real Estate Commercial Leasing,583047.51,687996.06
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Slack Technologies Salesforce India
Address: Industrial Area, Telangana, India
GSTIN: 36PDOXJ1166K1Z9 | PAN: PDOXJ1166K
State / State Code: Telangana (36)

Invoice No: BILL/36/51743
Invoice Date: 27/08/2026
Reverse Charge (RCM): No
Place of Supply: Telangana (36)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Slack Business+ workspace plan for 40 team members
  HSN/SAC: 998315 | Qty: 10 | Rate: INR 3,537.46 | Amount: INR 35,374.60

--------------------------------------------------
Subtotal / Taxable Value: INR 35,374.60
CGST (6.0%): INR 2,122.47
SGST (6.0%): INR 2,122.47
Total Tax Amount: INR 4,244.95
GRAND TOTAL (INCL. TAX): INR 39,619.55
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000965230 | IFSC: HDFC0001234
Authorized Signatory for Slack Technologies Salesforce India
==================================================",Software & Subscriptions,Slack Technologies Salesforce India,35374.6,39619.55
"==================================================
commercial tax invoice
==================================================
supplier / vendor: github enterprise services llc
address: industrial area, telangana, india
gstin: 36tnclr5643e3zc | pan: tnclr5643e
state / state code: telangana (36)

invoice no: git-60101
invoice date: 11/07/2026
reverse charge (rcm): no
place of supply: telangana (36)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: jira software premium & confluence cloud annual subscription 50 seats
  hsn/sac: 998315 | qty: 10 | rate: inr 12,535.76 | amount: inr 125,357.60
  item: zoho one all-in-one suite employee license yearly billing
  hsn/sac: 998315 | qty: 8 | rate: inr 6,602.06 | amount: inr 52,816.48
  item: postman enterprise api platform team license
  hsn/sac: 998315 | qty: 1 | rate: inr 34,000.00 | amount: inr 34,000.00

--------------------------------------------------
subtotal / taxable value: inr 212,174.08
igst (18%): inr 38,191.33
total tax amount: inr 38,191.33
grand total (incl. tax): inr 250,365.41
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000176056 | ifsc: hdfc0001234
authorized signatory for github enterprise services llc
==================================================",Software & Subscriptions,GitHub Enterprise Services LLC,212174.08000000002,250365.41
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: MakeMyTrip Corporate Travel Solutions
Address: Industrial Area, Maharashtra, India
GSTIN: 27BMIIA6267Z4Z0 | PAN: BMIIA6267Z
State / State Code: Maharashtra (27)

Invoice No: GST/3975/2026
Invoice Date: 07/12/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Airport pickup and drop chauffeur driven luxury car rental service
  HSN/SAC: 996416 | Qty: 7 | Rate: INR 800.62 | Amount: INR 5,604.34
  Item: Railway train AC 1st class confirmed tickets IRCTC group booking
  HSN/SAC: 996411 | Qty: 4 | Rate: INR 2,533.46 | Amount: INR 10,133.84
  Item: Corporate Uber for Business monthly taxi cab rides employee travel
  HSN/SAC: 996412 | Qty: 2 | Rate: INR 9,537.73 | Amount: INR 19,075.46

--------------------------------------------------
Subtotal / Taxable Value: INR 34,813.64
IGST (12%): INR 4,177.64
Total Tax Amount: INR 4,177.64
GRAND TOTAL (INCL. TAX): INR 38,991.28
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000802013 | IFSC: HDFC0001234
Authorized Signatory for MakeMyTrip Corporate Travel Solutions
==================================================",Travel & Conveyance,MakeMyTrip Corporate Travel Solutions,34813.64,38991.28
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Air India Corporate Booking Desk
Address: Industrial Area, Gujarat, India
GSTIN: 24VBETT6842M4ZN | PAN: VBETT6842M
State / State Code: Gujarat (24)

Invoice No: BILL/24/92152
Invoice Date: 27/01/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Corporate Uber for Business monthly taxi cab rides employee travel
  HSN/SAC: 996412 | Qty: 1 | Rate: INR 18,200.00 | Amount: INR 18,200.00

--------------------------------------------------
Subtotal / Taxable Value: INR 18,200.00
IGST (18%): INR 3,276.00
Total Tax Amount: INR 3,276.00
GRAND TOTAL (INCL. TAX): INR 21,476.00
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000665014 | IFSC: HDFC0001234
Authorized Signatory for Air India Corporate Booking Desk
==================================================",Travel & Conveyance,Air India Corporate Booking Desk,18200.0,21476.0
"==================================================
tax invoice
==================================================
supplier / vendor: vividh enterprises
address: industrial area, telangana, india
gstin: 36bdzpv4087w1zb | pan: bdzpv4087w
state / state code: telangana (36)

invoice no: tax/25-26/630
invoice date: 05/09/2026
reverse charge (rcm): no
place of supply: telangana (36)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: general municipal vendor registration renewal fee and stamp paper charges
  hsn/sac: 999119 | qty: 4 | rate: inr 824.22 | amount: inr 3,296.88

--------------------------------------------------
subtotal / taxable value: inr 3,296.88
igst (28%): inr 923.13
total tax amount: inr 923.13
grand total (incl. tax): inr 4,220.01
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000205112 | ifsc: hdfc0001234
authorized signatory for vividh enterprises
==================================================",Other,Vividh Enterprises,3296.88,4220.01
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Samsung Commercial Displays
Address: Industrial Area, Karnataka, India
GSTIN: 29YVSKV8055K3ZS | PAN: YVSKV8055K
State / State Code: Karnataka (29)

Invoice No: SAM-36661
Invoice Date: 09/05/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: High-density motorized mobile compactor storage racking system
  HSN/SAC: 940320 | Qty: 9 | Rate: INR 15,144.45 | Amount: INR 136,300.05

--------------------------------------------------
Subtotal / Taxable Value: INR 136,300.05
CGST (9.0%): INR 12,267.00
SGST (9.0%): INR 12,267.00
Total Tax Amount: INR 24,534.01
GRAND TOTAL (INCL. TAX): INR 160,834.06
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000780479 | IFSC: HDFC0001234
Authorized Signatory for Samsung Commercial Displays
==================================================",Capital Goods & Office Assets,Samsung Commercial Displays,136300.05,160834.06
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Zoomcar Enterprise Fleet Rentals
Address: Industrial Area, West Bengal, India
GSTIN: 19KZWYW9924O1ZI | PAN: KZWYW9924O
State / State Code: West Bengal (19)

Invoice No: ZOO-25157
Invoice Date: 21/03/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Domestic flight tickets Mumbai to Bangalore return business trip 3 pax
  HSN/SAC: 996411 | Qty: 2 | Rate: INR 14,136.25 | Amount: INR 28,272.50
  Item: Airport pickup and drop chauffeur driven luxury car rental service
  HSN/SAC: 996416 | Qty: 6 | Rate: INR 920.61 | Amount: INR 5,523.66

--------------------------------------------------
Subtotal / Taxable Value: INR 33,796.16
IGST (28%): INR 9,462.92
Total Tax Amount: INR 9,462.92
GRAND TOTAL (INCL. TAX): INR 43,259.08
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000603874 | IFSC: HDFC0001234
Authorized Signatory for Zoomcar Enterprise Fleet Rentals
==================================================",Travel & Conveyance,Zoomcar Enterprise Fleet Rentals,33796.16,43259.08
